6.272093673021792e+01 3.866606619884545e+06 5.099827197907751e+06 3.882632462407317e+06 1.169432012840181e-02 -9.306603405819169e-01 1.779880179086958e+00 8.746794277021468e+06 3.945133863037750e+01 -3.780616677019553e-01 3.822071969942222e+00 8.016589882875969e-02 -5.024488437473482e-02 
1.350311167456820e+03 7.819464695223189e+05 9.867026610298827e+05 8.190894294424604e+05 4.467595111390917e-01 5.667241758179352e-01 3.020303409092739e+00 4.800037474313310e+06 1.771828517443726e+01 -4.687284464162709e-01 5.938264520909027e-01 1.779030338086809e-01 -2.591661947674534e-02 
1.509847479558118e+03 7.724183188824398e+05 1.323155170518003e+06 6.124685752104883e+05 2.645719482372417e-01 -4.134190133409917e-01 1.944534164686429e+00 1.152713131781461e+07 1.380240126145123e+01 -2.584136586199675e-01 1.337030314501876e+00 2.922905997074211e+00 -6.253544671587122e-01 
1.036935321632357e+03 6.963946179515445e+05 9.376580405409274e+05 6.857952275635368e+05 -1.868095825652981e-01 4.450426029295761e-02 2.541867777370247e+00 1.125855010929363e+07 1.081256882329556e+01 -7.490027651826430e-01 4.584254812893713e+00 2.196459167678627e+00 4.491016828040378e-01 
2.245058752697577e+02 2.235130653577168e+06 2.945607798151301e+06 2.246125762152516e+06 -3.339994818615932e-01 -4.470941421215846e-01 7.604319687098756e-01 1.197114749377376e+07 3.787017504417638e+01 -6.649986980482936e-02 1.823656868685710e-01 5.067486765653885e-01 4.450665335515275e-02 
1.269267775636095e+02 1.198220084651657e+06 1.760711852823521e+06 1.088363635280677e+06 -5.218764205663804e-01 -6.850565307180830e-02 3.017690827485183e+00 1.116787435346328e+07 1.148630567905987e+01 6.759389874666810e-01 1.125471639657929e+00 2.994945755947499e+00 -7.716847416937608e-02 
2.081578430334058e+02 2.723119759566494e+06 3.319069131679076e+06 2.950058607118524e+06 -8.454914491168716e-01 4.112284087826246e-02 2.921073206953646e+00 1.361643265263383e+07 2.627571694727054e+01 -3.218655226287544e-01 5.639031068239732e+00 1.983461059900083e+00 -7.795324471609141e-02 
2.504353924217582e+02 1.590492171709782e+06 1.948574215674610e+06 1.714406567562971e+06 -8.992469444556228e-02 -5.199520357970039e-01 2.999911016666839e+00 1.653221949089141e+07 2.655753483081911e+01 8.015702158669052e-01 3.652002856875845e+00 2.918104002079343e+00 2.644521329589696e-01 
2.036273902572539e+02 2.467037628857977e+06 4.107570057652371e+06 2.005008032771703e+06 -3.196614542953402e-01 -5.271120360594038e-01 2.029782797766852e+00 1.724463997020975e+07 3.321182236700260e+01 -1.741516794677529e-01 1.028624008596705e+00 2.696719010710406e-01 -1.907513501524008e-02 
2.515376794165836e+02 2.502353755973631e+06 3.055057292504686e+06 2.706503057008450e+06 -9.169572685758652e-01 -2.355512133484131e-01 2.436445894127997e+00 1.860563866316023e+07 6.477786723828804e+01 -2.507999991637629e-01 2.819975874434272e+00 7.039130858109439e-01 -5.749914947020076e-01 
6.174172065540448e+02 1.105181568593369e+06 1.359234431324161e+06 1.186818037681820e+06 7.355574260661836e-01 1.608408821155250e-03 8.926385377263197e-01 2.042675889599844e+07 3.381190624278651e+01 4.542294941920923e-01 3.818230937563318e+00 3.084833189236445e+00 -6.831858381334693e-01 
3.503098401967321e+02 8.569437486530896e+05 1.696937415428371e+06 6.012420488330291e+05 -4.545034897746459e-01 -5.674413254724293e-02 5.139868462421148e-01 2.222802226469583e+07 3.821450771277763e+01 -6.496639513413821e-02 5.023201890512723e+00 7.432270070409831e-01 -6.383510564986444e-01 
1.722437751460412e+02 1.971589935181279e+06 3.655960394774382e+06 1.461173418745711e+06 -3.954728829320813e-01 -7.893384750448457e-01 8.550547288666269e-01 2.344020361067381e+07 6.716141452550887e+01 -1.378776200656535e-01 3.983496143994045e+00 5.846324138444744e-01 6.028896627950825e-01 
3.198033786573243e+02 1.031405796135295e+06 1.332376338888310e+06 1.056359501723847e+06 6.129390238367816e-02 -5.683959623676827e-01 7.559803842861601e-01 2.440918572092754e+07 1.193236241373820e+01 2.925681395167914e-02 3.052437361963709e-01 1.518103352708414e-01 -1.251575881690329e-01 
2.287324054771427e+02 3.870413414169073e+06 6.484072640316661e+06 3.128700189679334e+06 -3.374268628819085e-01 -3.602292220127457e-01 2.981459908982981e+00 2.951557596735098e+07 1.185008020585610e+01 -9.042840036563575e-01 2.285578774730065e+00 1.168356514903021e+00 -1.089699558549891e-01 
